,accuracy,loss,val_accuracy,val_loss

0,0.859865665435791,0.3494872450828552,0.8752217292785645,0.3366803824901581

1,0.9170818328857422,0.2124057412147522,0.9253444075584412,0.20442062616348267

2,0.9599184989929199,0.1099497452378273,0.9481411576271057,0.16676665842533112

3,0.976902186870575,0.06792587786912918,0.9487828016281128,0.17739564180374146

4,0.9819595217704773,0.05385099723935127,0.9479901790618896,0.20131371915340424

5,0.9882246255874634,0.03758449852466583,0.9590865969657898,0.18027788400650024

6,0.9885265827178955,0.036757610738277435,0.9608228206634521,0.1935761421918869

7,0.9915081262588501,0.027025239542126656,0.9573504328727722,0.20976802706718445

8,0.993546187877655,0.023000892251729965,0.9602943658828735,0.25010019540786743

9,0.9926403760910034,0.026542549952864647,0.9604831337928772,0.2402673065662384
