,accuracy,loss,val_accuracy,val_loss
0,0.7284873127937317,0.6480709910392761,0.7673900723457336,0.5482915043830872
1,0.8037062287330627,0.4764387309551239,0.8184562921524048,0.42869848012924194
2,0.8225769996643066,0.4313585162162781,0.853066623210907,0.3639757037162781
3,0.8365790843963623,0.4005475342273712,0.8575202822685242,0.36006078124046326
4,0.8450332283973694,0.38360363245010376,0.8585016131401062,0.35510534048080444
5,0.856468915939331,0.3560166656970978,0.867484450340271,0.3400591015815735
6,0.860582709312439,0.3527413308620453,0.8515191674232483,0.40129467844963074
7,0.8651494383811951,0.340004026889801,0.878127932548523,0.31008410453796387
8,0.879906415939331,0.3074907958507538,0.8849593997001648,0.28963392972946167
9,0.8837937712669373,0.2948470115661621,0.8819777369499207,0.29739755392074585
10,0.8879453539848328,0.2877943515777588,0.883600652217865,0.30214691162109375
11,0.8870395421981812,0.28602129220962524,0.8915644288063049,0.2863701581954956
12,0.8960220217704773,0.2703850567340851,0.8891866207122803,0.29646071791648865
13,0.8983997702598572,0.2677881121635437,0.8911115527153015,0.27874621748924255
14,0.8954558968544006,0.2647625505924225,0.9014153480529785,0.2604973614215851
15,0.8983620405197144,0.2643505334854126,0.9077939391136169,0.25013211369514465
16,0.9065141677856445,0.24478337168693542,0.9050009250640869,0.24770355224609375
17,0.9016455411911011,0.25423726439476013,0.9054915904998779,0.2488846778869629
18,0.9085899591445923,0.23935048282146454,0.899490475654602,0.3017288148403168
19,0.9112696051597595,0.2338852435350418,0.9136063456535339,0.229912668466568
