,accuracy,loss,val_accuracy,val_loss
0,0.7465805411338806,0.4522387385368347,0.7154245972633362,0.4908622205257416
1,0.7761707901954651,0.3910118341445923,0.773040235042572,0.4189355671405792
2,0.7984842658042908,0.36717620491981506,0.7875347137451172,0.4155566692352295
3,0.8119206428527832,0.3548212945461273,0.7939364910125732,0.4167441427707672
4,0.8239681124687195,0.34437382221221924,0.8124169707298279,0.36537691950798035
5,0.8303994536399841,0.3306924104690552,0.8185771107673645,0.36562952399253845
6,0.8357438445091248,0.3208909034729004,0.8027539849281311,0.4249422252178192
7,0.8436245322227478,0.31438159942626953,0.8266698718070984,0.36130496859550476
8,0.847640335559845,0.30720704793930054,0.8207513093948364,0.3660200238227844
9,0.8510522842407227,0.30319616198539734,0.8428553938865662,0.3324021100997925
10,0.8547359704971313,0.2950919568538666,0.8186979293823242,0.39022743701934814
11,0.8589027523994446,0.2912285327911377,0.8386278748512268,0.36507517099380493
12,0.8603218793869019,0.29036945104599,0.8540886640548706,0.3111911714076996
13,0.8637639880180359,0.28315386176109314,0.8505858182907104,0.3233891725540161
14,0.8663002848625183,0.2802301049232483,0.8461166620254517,0.31279948353767395
15,0.8649113774299622,0.276754766702652,0.8499819040298462,0.317348450422287
